locus,population,tested_population,known_relationship,median_log10_ratio,mean_log10_ratio,sd_log10_ratio,ci_lower,ci_upper,n_pairs,locus_rank
Penta_E,Asian,AfAm,full_siblings,0.109476371987576,0.220423953913589,0.390357146193426,-0.277356861570381,1.09267284920666,20000,7
TPOX,Asian,AfAm,full_siblings,0.107438329993549,0.0809991639954755,0.165207007226181,-0.330702413612606,0.236785065621139,20000,8
vWA,Asian,AfAm,full_siblings,0.0988204874946578,0.0986161682455227,0.214779198202012,-0.214058505190103,0.454425625943735,20000,9
D2S1338,Asian,AfAm,full_siblings,0.0980464143941058,0.107089763562736,0.249118434893031,-0.402261382454681,0.6237533535599,20000,10
TH01,Asian,AfAm,full_siblings,0.0858118249466379,0.11525465872665,0.264220687923625,-0.386185925948974,0.698374218556657,20000,11
FESFPS,Asian,AfAm,full_siblings,0.0626638866626956,0.1394453875623,0.303718050133979,-0.29746437959657,0.916219342719836,20000,12
D22S1045,Asian,AfAm,full_siblings,0.0576862700621359,0.0499631625419376,0.134015136354633,0,0.18615294894188,20000,13
D19S433,Asian,AfAm,full_siblings,0.0492936554393444,0.0626535047598688,0.174061931250788,-0.466804986243688,0.394617718229566,20000,14
FGA,Asian,AfAm,full_siblings,0.0443402492076186,0.0610130561074175,0.234833095830341,-0.324862604670617,0.696906148255277,20000,15
Penta_C,Asian,AfAm,full_siblings,0.0415246817271155,0.0741527168371686,0.192175962770542,-0.341092023989526,0.502371406451072,20000,16
D18S51,Asian,AfAm,full_siblings,0.0284270663181181,0.189058631891111,0.385091279148376,-0.519923122347859,1.09968713365453,20000,17
SE33,Asian,AfAm,full_siblings,0.0261335501646216,0.156820074204654,0.341156408045842,-0.438004921739163,0.942598528275617,20000,18
D10S1248,Asian,AfAm,full_siblings,0.0135240347166623,0.0218313803698078,0.0906340764227095,-0.155007915756749,0.212748376312267,20000,19
D12S391,Asian,AfAm,full_siblings,0.0133388105278071,0.0574178095948591,0.183539640233617,-0.272931591433421,0.420966678229541,20000,20
D3S1358,Asian,AfAm,full_siblings,0.0113103119579937,0.0179923660913878,0.0903562336758203,-0.0382095713684397,0.111106109600972,20000,21
CSF1PO,Asian,AfAm,full_siblings,0.00962597183170633,0.0385437361933521,0.138554116113265,-0.154642619327,0.329764311283743,20000,22
D13S317,Asian,AfAm,full_siblings,0,0.223992250851938,0.44807349024916,-0.360537806246615,1.39777687226982,20000,23
D16S539,Asian,AfAm,full_siblings,0,0.0552034491550678,0.174984152494026,-0.223699537047967,0.459863701703428,20000,23
D2S441,Asian,AfAm,full_siblings,0,0.0953384042046142,0.251566392537562,-0.438131776048182,0.519510124997369,20000,23
D5S818,Asian,AfAm,full_siblings,0,0.105322498247131,0.273708195568103,-0.309312992604591,0.867203550019454,20000,23
D6S1043,Asian,AfAm,full_siblings,0,0.0650489573184901,0.219938977770785,-0.292462099998666,0.701275396822699,20000,23
D7S820,Asian,AfAm,full_siblings,0,0.0586964348019736,0.187434543174524,-0.344408351280217,0.442942150918693,20000,23
D8S1179,Asian,AfAm,full_siblings,0,0.0636601848212964,0.233503201733702,-0.265088201444365,0.567724570364482,20000,23
F13B,Asian,AfAm,half_siblings,0.341210456302502,0.285982431468531,0.264748541734058,-0.107553880689696,0.569083695178778,20000,1
F13A01,Asian,AfAm,half_siblings,0.29297215756345,0.19144088190795,0.21986984746314,-0.462757067354634,0.464360887964639,20000,2
LPL,Asian,AfAm,half_siblings,0.092756884831994,0.0551649988399799,0.119683951071718,-0.0968476994299431,0.181273293947993,20000,3
D1S1656,Asian,AfAm,half_siblings,0.0841792261968755,0.0685580084795976,0.164006024566129,-0.40775732162812,0.350248018334162,20000,4
Penta_D,Asian,AfAm,half_siblings,0.0673994154995181,0.0733689669653512,0.124365715687402,0,0.212725803813701,20000,5
TPOX,Asian,AfAm,half_siblings,0.0670487909186001,0.0410873456247395,0.106955174539078,-0.247132677535153,0.118392532810569,20000,6
vWA,Asian,AfAm,half_siblings,0.0602279235068175,0.0527897810051391,0.135707926291194,-0.184936666283584,0.307877645390676,20000,7
D22S1045,Asian,AfAm,half_siblings,0.0359977580524083,0.025829833079863,0.0853036480087913,0,0.106329093526572,20000,8
D19S433,Asian,AfAm,half_siblings,0.030312756178526,0.0336123478023,0.111343704946852,-0.317097818518121,0.225003548181452,20000,9
Penta_C,Asian,AfAm,half_siblings,0.024669316787459,0.0399331205568571,0.119905362632599,-0.172630726946175,0.209616827072648,20000,10
FESFPS,Asian,AfAm,half_siblings,0.0177287669604315,0.0745163027868241,0.199109420391544,-0.243186500057385,0.54287151328404,20000,11
D12S391,Asian,AfAm,half_siblings,0.00825943479494544,0.0286341541049205,0.11755603363994,-0.222986312094122,0.214141531059132,20000,12
D3S1358,Asian,AfAm,half_siblings,0.00652055925760865,0.00857376993968695,0.0601441506310722,-0.016313342364057,0.0562229242388389,20000,13
CSF1PO,Asian,AfAm,half_siblings,0,0.0199496818869337,0.0869527802654384,-0.065353046624055,0.216553680979799,20000,14
D10S1248,Asian,AfAm,half_siblings,0,0.0122471430435264,0.0536043045241819,-0.120209037287603,0.0875782996668967,20000,14
D13S317,Asian,AfAm,half_siblings,0,0.133291624463428,0.298360673163137,-0.288884252245317,0.758988091096635,20000,14
D16S539,Asian,AfAm,half_siblings,0,0.0303805021334363,0.102652361082595,-0.14548633903969,0.191147870255255,20000,14
D18S51,Asian,AfAm,half_siblings,0,0.10904721118269,0.249150624114259,-0.332438459915604,0.601278182868582,20000,14
D21S11,Asian,AfAm,half_siblings,0,0.0777749521704507,0.181854035123193,-0.428233864093105,0.700932081761145,20000,14
D2S1338,Asian,AfAm,half_siblings,0,0.0560653333152462,0.15977860821989,-0.31703784574507,0.38144907298755,20000,14
D2S441,Asian,AfAm,half_siblings,0,0.0540644348527638,0.155019710593797,-0.318887559683985,0.38144907298755,20000,14
D5S818,Asian,AfAm,half_siblings,0,0.0576522668297173,0.176174425317966,-0.162274671628794,0.392584456307372,20000,14
D6S1043,Asian,AfAm,half_siblings,0,0.0367417169790687,0.145567321638851,-0.192660360488873,0.353320905347451,20000,14
D7S820,Asian,AfAm,half_siblings,0,0.0340644687025956,0.113774285422362,-0.170827019063327,0.236912496052232,20000,14
D8S1179,Asian,AfAm,half_siblings,0,0.0350639785498048,0.153327175258925,-0.110870529175358,0.480955169110244,20000,14
FGA,Asian,AfAm,half_siblings,0,0.0310168364027794,0.157596839589898,-0.156836459762942,0.215996762376293,20000,14
Penta_E,Asian,AfAm,half_siblings,0,0.116449581700927,0.263622440964727,-0.234598848820823,0.90143237245326,20000,14
SE33,Asian,AfAm,half_siblings,0,0.0818040987726071,0.231857961656272,-0.264271057072642,0.67416341886844,20000,14
TH01,Asian,AfAm,half_siblings,0,0.0695042273672403,0.160041023742742,-0.292556940683859,0.349187109278327,20000,14
F13B,Asian,AfAm,parent_child,0.755060044022777,0.42403360701972,0.433276670731406,-0.367734838501761,0.755060044022778,20000,1
F13A01,Asian,AfAm,parent_child,0.416920603294884,0.306745936168745,0.37444410085642,-0.739052367053386,0.585458724460122,20000,2
LPL,Asian,AfAm,parent_child,0.267587427741434,0.0995214089095528,0.21054777387123,-0.145313140937,0.267587427741436,20000,3
D1S1656,Asian,AfAm,parent_child,0.24622437612591,0.127148904206507,0.261358574712187,-0.619077049976636,0.414628806515298,20000,4
Penta_D,Asian,AfAm,parent_child,0.222090696409191,0.140179057908757,0.1957919984853,0,0.271886366447047,20000,5
D21S11,Asian,AfAm,parent_child,0.195071853678529,0.139608062750742,0.279374902237155,-0.636662224777749,0.810495806564471,20000,6
D2S1338,Asian,AfAm,parent_child,0.187357716905089,0.101279602497714,0.253206828131557,-0.430469233498958,0.499829721861752,20000,7
SE33,Asian,AfAm,parent_child,0.149314363117854,0.156356675007975,0.333447030375056,-0.487507734469322,0.973223104062172,20000,8
TPOX,Asian,AfAm,parent_child,0.14786777710403,0.0793337913470795,0.179830548585348,-0.378942301584425,0.244952649062272,20000,9
Penta_E,Asian,AfAm,parent_child,0.141489025605895,0.213635193375001,0.371110261010013,-0.304003976929184,0.931678008134913,20000,10
vWA,Asian,AfAm,parent_child,0.12575833076881,0.093382519030343,0.223237933365103,-0.254377974443276,0.386675278912458,20000,11
TH01,Asian,AfAm,parent_child,0.111525802228453,0.104087234642122,0.282426632544128,-0.433722390896682,0.444326325092834,20000,12
D22S1045,Asian,AfAm,parent_child,0.0734357526203134,0.051607935197463,0.136121331003372,0,0.142683784218841,20000,13
D5S818,Asian,AfAm,parent_child,0.0674102587347547,0.0917969661470025,0.280208961676827,-0.252086177663691,0.491737043940058,20000,14
FGA,Asian,AfAm,parent_child,0.064382191845584,0.0592951781246695,0.233251430400747,-0.355835615202053,0.630648012470933,20000,15
D19S433,Asian,AfAm,parent_child,0.0623077795582705,0.0621651653314938,0.179020235165687,-0.531926874257736,0.304216323103598,20000,16
Penta_C,Asian,AfAm,parent_child,0.0538306058478282,0.0686947255964731,0.20522310992119,-0.238583707260046,0.314221455221021,20000,17
FESFPS,Asian,AfAm,parent_child,0.0421043934699841,0.12877861895743,0.300451132103084,-0.384993843943266,0.649916713687039,20000,18
D18S51,Asian,AfAm,parent_child,0.0382439726567491,0.175020875648638,0.381246589145509,-0.387244079453677,0.723345630845573,20000,19
D10S1248,Asian,AfAm,parent_child,0.0189805946228442,0.0225218923137587,0.100772791226992,-0.171686713476752,0.135526078632219,20000,20
D12S391,Asian,AfAm,parent_child,0.0167784447590307,0.054923956477813,0.186877613223066,-0.305530496890658,0.275779619687628,20000,21
D3S1358,Asian,AfAm,parent_child,0.0149778521691722,0.0181584563279825,0.0946638424579341,-0.0821617141509739,0.0742302652112732,20000,22
CSF1PO,Asian,AfAm,parent_child,0,0.0383302126006546,0.146069323498864,-0.0946771315757632,0.272553314848258,20000,23
D13S317,Asian,AfAm,parent_child,0,0.196978371206383,0.438081010736286,-0.393624176091451,0.891750061234963,20000,23
D16S539,Asian,AfAm,parent_child,0,0.0496017954356301,0.184629474744941,-0.216982364058721,0.289193449519091,20000,23
D2S441,Asian,AfAm,parent_child,0,0.0910153993661389,0.261115670541469,-0.511076735284615,0.499829721861753,20000,23
D6S1043,Asian,AfAm,parent_child,0,0.0629439971785357,0.225052176988548,-0.257225817316102,0.610847519412918,20000,23
D7S820,Asian,AfAm,parent_child,0,0.0572837195565252,0.197908053249351,-0.396130210061228,0.300582038448503,20000,23
D8S1179,Asian,AfAm,parent_child,-0.0377722802392907,0.0596707661586996,0.239373785668806,-0.168748971844911,0.605246318767578,20000,29
F13B,Asian,AfAm,second_cousins,0.043125751414108,0.0549387081232739,0.051888327596464,-0.00900806213862041,0.143467265709802,20000,1
F13A01,Asian,AfAm,second_cousins,0.0389405699713094,0.0318897248643472,0.0428531338564192,0,0.127592287041291,20000,2
LPL,Asian,AfAm,second_cousins,0.00922857350691525,0.00797506060486199,0.0197984462574595,-0.0091227657832111,0.0333700508525217,20000,3
TPOX,Asian,AfAm,second_cousins,0.00618561479758294,0.00599936150738021,0.0158031046973027,0,0.022304423192561,20000,4
FESFPS,Asian,AfAm,second_cousins,0.00194767798666199,0.0139186688351493,0.0476078890665952,-0.0373055534050744,0.105914688736572,20000,5
CSF1PO,Asian,AfAm,second_cousins,0,0.00301682845437131,0.0184861486929721,-0.00753575321691764,0.0567212362152842,20000,6
D10S1248,Asian,AfAm,second_cousins,0,0.00157675369679201,0.0125028867575125,-0.0043718356083069,0.0147687136985431,20000,6
D12S391,Asian,AfAm,second_cousins,0,0.00461913753395689,0.0227292875398063,-0.0385418906219192,0.0512474398298826,20000,6
D13S317,Asian,AfAm,second_cousins,0,0.0298148572426439,0.0740199006039456,-0.0302936193267864,0.208896389290234,20000,6
D16S539,Asian,AfAm,second_cousins,0,0.00487024042393373,0.017090006299759,-0.0139463287100653,0.0338583439914343,20000,6
D18S51,Asian,AfAm,second_cousins,0,0.0218330374944253,0.0527718909453125,-0.0512918846672053,0.195428255189672,20000,6
D19S433,Asian,AfAm,second_cousins,0,0.00488646653654226,0.0207854081090937,0,0.0494024065295119,20000,6
D1S1656,Asian,AfAm,second_cousins,0,0.0110651055630194,0.0368397593661073,-0.017003802302166,0.111961328121011,20000,6
D21S11,Asian,AfAm,second_cousins,0,0.0125435677714399,0.0490189146797557,-0.00110214369935543,0.0640487914315045,20000,6
D22S1045,Asian,AfAm,second_cousins,0,0.00321662156080114,0.0197215140730588,0,0.0173556315605086,20000,6
D2S1338,Asian,AfAm,second_cousins,0,0.00934522219487624,0.0318099903325564,-0.0455069771359383,0.0930783765360879,20000,6
D2S441,Asian,AfAm,second_cousins,0,0.00974678402888589,0.0284615615534442,-0.0473281775599049,0.0930783765360879,20000,6
D3S1358,Asian,AfAm,second_cousins,0,0.00137865740854915,0.0125780706830087,-0.00172200664842756,0.00670553124857198,20000,6
D5S818,Asian,AfAm,second_cousins,0,0.0103679740929528,0.0369852525370498,-0.0219559227589525,0.113072807745299,20000,6
D6S1043,Asian,AfAm,second_cousins,0,0.0062908150583977,0.034113577798737,-0.0236791777147131,0.0644504787949811,20000,6
D7S820,Asian,AfAm,second_cousins,0,0.0054982031621281,0.0185525445209857,-0.0202741353727792,0.0465799178011463,20000,6
D8S1179,Asian,AfAm,second_cousins,0,0.00711987822657445,0.0346827827955246,-0.0199644838024567,0.133436155371547,20000,6
FGA,Asian,AfAm,second_cousins,0,0.00577098995295805,0.0581505940748759,-0.00981243907215355,0.0410251226000965,20000,6
Penta_C,Asian,AfAm,second_cousins,0,0.00621342813687566,0.0200747888363504,-0.0194315812256536,0.0378145704406518,20000,6
Penta_D,Asian,AfAm,second_cousins,0,0.0101787498860046,0.0249637956860201,0,0.0447224004942425,20000,6
Penta_E,Asian,AfAm,second_cousins,0,0.020267516042219,0.0828542288445018,-0.0273542628667693,0.224080520617852,20000,6
SE33,Asian,AfAm,second_cousins,0,0.0157300929208107,0.0670465982036377,-0.047080675456187,0.203114088791294,20000,6
TH01,Asian,AfAm,second_cousins,0,0.0115602218157711,0.0251882791457994,-0.0278838328518841,0.0510021615433312,20000,6
vWA,Asian,AfAm,second_cousins,0,0.00839284411090931,0.022110570277163,-0.0210935445812026,0.053587976351366,20000,6
CSF1PO,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D10S1248,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D12S391,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D13S317,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D16S539,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D18S51,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D19S433,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D1S1656,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D21S11,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D22S1045,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D2S1338,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D2S441,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D3S1358,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D5S818,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D6S1043,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D7S820,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
D8S1179,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
F13A01,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
F13B,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
FESFPS,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
FGA,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
LPL,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
Penta_C,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
Penta_D,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
Penta_E,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
SE33,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
TH01,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
TPOX,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
vWA,Asian,AfAm,unrelated,0,0,0,0,0,100000,1
F13B,Asian,Cauc,cousins,0.0174391333354614,0.0188369902256819,0.0350842744285289,-0.0245271539648499,0.0583563860561053,20000,1
LPL,Asian,Cauc,cousins,0.0118180592149227,0.00848879734202808,0.0309735311640342,-0.0593608587851539,0.0395427088352347,20000,2
F13A01,Asian,Cauc,cousins,0.0117370345401165,0.0529824742307576,0.0946548100699252,0,0.262237285236127,20000,3
TPOX,Asian,Cauc,cousins,0.00108799800598481,0.00128936068672866,0.0137972081086236,-0.0458360593247719,0.0138395481935254,20000,4
D2S441,Asian,Cauc,cousins,0.000820562940814238,0.0233996740354082,0.0723589151780551,-0.096241831660022,0.277020438349088,20000,5
CSF1PO,Asian,Cauc,cousins,0,0.00780658339516099,0.0675924876404539,-0.0334789467136004,0.0138841192680916,20000,6
D10S1248,Asian,Cauc,cousins,0,0.0036987587558057,0.0323883038167558,-0.0316998737943337,0.168070785140046,20000,6
D12S391,Asian,Cauc,cousins,0,0.00919706670053585,0.045439056382511,-0.0489522214499843,0.0743940164043678,20000,6
D13S317,Asian,Cauc,cousins,0,0.00997407357858948,0.0387919627916736,-0.0240732208909658,0.115935186409193,20000,6
D16S539,Asian,Cauc,cousins,0,0.0293807078065043,0.065320510883757,-0.0544289667547484,0.173533764066271,20000,6
D18S51,Asian,Cauc,cousins,0,0.0100168249894032,0.0397576509097089,-0.0859014949994826,0.0746776247884602,20000,6
D19S433,Asian,Cauc,cousins,0,0.0217403058149248,0.101572456258126,-0.024993928689718,0.271666546469225,20000,6
D1S1656,Asian,Cauc,cousins,0,0.0138227934494713,0.0485948475067026,-0.0451427353696206,0.0841315067252009,20000,6
D21S11,Asian,Cauc,cousins,0,0.0158290974503684,0.0943051143628016,-0.000667792715625032,0.124451586269052,20000,6
D22S1045,Asian,Cauc,cousins,0,0.0142331894989777,0.0550516817354711,-0.0445073740637611,0.169836062077755,20000,6
D2S1338,Asian,Cauc,cousins,0,0.008619344952386,0.035872269140393,-0.118097667225629,0.0695720654205697,20000,6
D3S1358,Asian,Cauc,cousins,0,0.00605691889332916,0.0261790360945822,-0.0051658406407408,0.0287693666821629,20000,6
D5S818,Asian,Cauc,cousins,0,0.0220916631224198,0.0723009892008048,-0.038827088187097,0.240795691462375,20000,6
D6S1043,Asian,Cauc,cousins,0,0.0136406043947198,0.050490833028114,-0.0488165404805381,0.130846200514687,20000,6
D7S820,Asian,Cauc,cousins,0,0.00754810798885101,0.0275764175691781,-0.00640598940957556,0.0492889814580721,20000,6
D8S1179,Asian,Cauc,cousins,0,0.00840490567336549,0.0517881583464857,-0.0468603254040023,0.175468614530529,20000,6
FESFPS,Asian,Cauc,cousins,0,0.0246036342393288,0.0924263045846773,-0.0874647295231982,0.190138385993739,20000,6
FGA,Asian,Cauc,cousins,0,0.00351812593469959,0.0318282745963048,-0.0500421535212443,0.0377885608893988,20000,6
Penta_C,Asian,Cauc,cousins,0,0.0243229093581668,0.0976778321414169,-0.0279695191175815,0.144511100623968,20000,6
Penta_D,Asian,Cauc,cousins,0,0.0079982785333599,0.0331591227017542,-0.0567166821472634,0.0534078780390913,20000,6
Penta_E,Asian,Cauc,cousins,0,0.0277039042951938,0.113777301349507,-0.0698862322229439,0.234083206033368,20000,6
SE33,Asian,Cauc,cousins,0,0.00976963258587251,0.0529123797639565,-0.0230400917682064,0.157439623405005,20000,6
TH01,Asian,Cauc,cousins,0,0.038448652156298,0.0639196513449331,-0.0367177525486892,0.139149111378854,20000,6
vWA,Asian,Cauc,cousins,0,0.0069557839930787,0.034154610581964,-0.0281182715850815,0.0686672995437416,20000,6
F13B,Asian,Cauc,full_siblings,0.178394866687079,0.120052112640311,0.217428503469308,-0.572088769226189,0.3570873602171,20000,1
D1S1656,Asian,Cauc,full_siblings,0.128112308501049,0.0909252433183637,0.21760428820223,-0.37113517673858,0.493870713324182,20000,2
TH01,Asian,Cauc,full_siblings,0.114447466677896,0.205739455637271,0.325945699473026,-0.573262994940226,0.920506658864734,20000,3
D12S391,Asian,Cauc,full_siblings,0.107044704923055,0.06501001767593,0.191623604639982,-0.394758349885847,0.359475728114539,20000,4
F13A01,Asian,Cauc,full_siblings,0.103984178629372,0.282623123338197,0.388665779744324,-0.40453556170399,1.19184184422729,20000,5
Penta_D,Asian,Cauc,full_siblings,0.0993904886999444,0.0509527523631561,0.163479046784316,-0.326831594348441,0.311290438022686,20000,6
LPL,Asian,Cauc,full_siblings,0.0897314283809327,0.0543418638814774,0.158324653844026,-0.320635278533258,0.240779868402735,20000,7
D3S1358,Asian,Cauc,full_siblings,0.0781170397691979,0.0425883352745377,0.140498457601343,-0.331221686941025,0.220738679818053,20000,8
D21S11,Asian,Cauc,full_siblings,0.0417723783455768,0.0945562052184072,0.292439965285959,-0.387709901188688,1.03484075727354,20000,9
D2S1338,Asian,Cauc,full_siblings,0.0398850557358349,0.0577046091278961,0.179086546270418,-0.424530669759963,0.385646065725366,20000,10
Penta_E,Asian,Cauc,full_siblings,0.0396502776779691,0.17176980143895,0.3592358623005,-0.291822904128952,1.3135490428117,20000,11
FGA,Asian,Cauc,full_siblings,0.0361211965190149,0.0232096992614844,0.123444635692801,-0.20998317342102,0.223149550100637,20000,12
SE33,Asian,Cauc,full_siblings,0.0327925133963072,0.0653384697950594,0.188177644605274,-0.279372454519678,0.467786690992085,20000,13
D18S51,Asian,Cauc,full_siblings,0.0184343633494412,0.0622341811352594,0.189825015615102,-0.439345425445172,0.418117514928285,20000,14
vWA,Asian,Cauc,full_siblings,0.0147625133046803,0.0448188280255534,0.159951442663738,-0.136377414284886,0.310801749058445,20000,15
TPOX,Asian,Cauc,full_siblings,0.0113327195487869,0.00917175902377508,0.0642076172779371,-0.171262734534347,0.104596353363484,20000,16
D7S820,Asian,Cauc,full_siblings,0.00883965039048784,0.0465504936904424,0.156587055936866,-0.470801687903045,0.366930317220302,20000,17
D2S441,Asian,Cauc,full_siblings,0.00652767482651982,0.111575802959533,0.294992963684422,-0.387272476623027,0.669462006975975,20000,18
CSF1PO,Asian,Cauc,full_siblings,0,0.0381196207343046,0.209687922173648,-0.149883248703232,0.678960613788565,20000,19
D10S1248,Asian,Cauc,full_siblings,0,0.0200166870103188,0.127179869327459,-0.119114500889912,0.41659490281128,20000,19
D13S317,Asian,Cauc,full_siblings,0,0.057544044707264,0.184122951091588,-0.267950345409675,0.456071519410504,20000,19
D16S539,Asian,Cauc,full_siblings,0,0.147692979887654,0.321612654393141,-0.365473031398561,0.869898792778019,20000,19
D19S433,Asian,Cauc,full_siblings,0,0.113212838717447,0.331946557776605,-0.365997378333079,1.10539626113747,20000,19
D22S1045,Asian,Cauc,full_siblings,0,0.0749481116293936,0.234883400103191,-0.349805642696342,0.557971490673831,20000,19
D5S818,Asian,Cauc,full_siblings,0,0.11463824725004,0.300062468735016,-0.285918052218413,0.890046229040897,20000,19
D6S1043,Asian,Cauc,full_siblings,0,0.0779755010683285,0.230994712540831,-0.264061960990324,0.587627696342256,20000,19
D8S1179,Asian,Cauc,full_siblings,0,0.0430068943259549,0.185467913199485,-0.263684680631739,0.487161854286116,20000,19
FESFPS,Asian,Cauc,full_siblings,0,0.128916098708792,0.332985313519888,-0.413941033312465,1.12129985585718,20000,19
Penta_C,Asian,Cauc,full_siblings,0,0.134840433159791,0.326063483401151,-0.20459546110579,1.03278354027712,20000,19
F13B,Asian,Cauc,half_siblings,0.0878587498282691,0.064812797526056,0.128298203611002,-0.403750898557114,0.17854368010855,20000,1
F13A01,Asian,Cauc,half_siblings,0.0804823103221703,0.158205979366145,0.243546584894699,-0.342874130428244,0.575978825844376,20000,2
TH01,Asian,Cauc,half_siblings,0.0735372800548907,0.119919072574749,0.197342615460136,-0.104575578266088,0.460253329432367,20000,3
LPL,Asian,Cauc,half_siblings,0.0594999287784016,0.0299264997413639,0.0959945300990632,-0.203652754934622,0.120389934201368,20000,4
D3S1358,Asian,Cauc,half_siblings,0.0563411732385326,0.022200077726752,0.0875420061581634,-0.250709693345752,0.0968617600067861,20000,5
TPOX,Asian,Cauc,half_siblings,0.00840233711446135,0.00472625833155492,0.04073804811568,-0.133861052712236,0.0430825764397988,20000,6
D7S820,Asian,Cauc,half_siblings,0.00546274824307658,0.026501794400456,0.0915690866827324,-0.114511960145158,0.151481035434129,20000,7
vWA,Asian,Cauc,half_siblings,0.0046470504567938,0.0246805655580138,0.104183823515709,-0.119275406398422,0.254818794434151,20000,8
D2S441,Asian,Cauc,half_siblings,0.00368213277719964,0.0656540689765828,0.194165299388559,-0.296372740742857,0.545352668728011,20000,9
D2S1338,Asian,Cauc,half_siblings,0.00350295883555596,0.0303586380848089,0.11267774780568,-0.353351294825692,0.186828090523865,20000,10
CSF1PO,Asian,Cauc,half_siblings,0,0.0219224149787987,0.147334801774174,-0.101657525791956,0.604963216543056,20000,11
D10S1248,Asian,Cauc,half_siblings,0,0.0100296065026565,0.0823706720000638,-0.0911262692770483,0.361044198930138,20000,11
D12S391,Asian,Cauc,half_siblings,0,0.0329474764584879,0.123644379286953,-0.197411705486393,0.1907984305977,20000,11
D13S317,Asian,Cauc,half_siblings,0,0.0321435467695043,0.119482469906246,-0.209269503725604,0.265287803650043,20000,11
D16S539,Asian,Cauc,half_siblings,0,0.0849389029758847,0.19670478098114,-0.172440909730491,0.386002464385392,20000,11
D18S51,Asian,Cauc,half_siblings,0,0.0336940747381725,0.119994142670499,-0.33260213382537,0.184056997274238,20000,11
D19S433,Asian,Cauc,half_siblings,0,0.0644822038166017,0.226583319574107,-0.28804446650463,0.530457602755761,20000,11
D1S1656,Asian,Cauc,half_siblings,0,0.0478415200254176,0.136983750149614,-0.307278944940983,0.232730953157783,20000,11
D21S11,Asian,Cauc,half_siblings,0,0.0503907274002893,0.205071242491765,-0.323264635706662,0.930812098596793,20000,11
D22S1045,Asian,Cauc,half_siblings,0,0.0434386731518928,0.149749029502226,-0.142536085899059,0.372994756790471,20000,11
D5S818,Asian,Cauc,half_siblings,0,0.0650850453545622,0.19380880260277,-0.174960577651845,0.495317945123027,20000,11
D6S1043,Asian,Cauc,half_siblings,0,0.0437638910010822,0.146667246552706,-0.207928528901649,0.374401915055925,20000,11
D8S1179,Asian,Cauc,half_siblings,0,0.0253351966538674,0.120647360990202,-0.141624436010917,0.362932930431957,20000,11
FESFPS,Asian,Cauc,half_siblings,0,0.0706219247839094,0.220984147577213,-0.292282963488247,0.55137420130799,20000,11
FGA,Asian,Cauc,half_siblings,0,0.0110249182711247,0.0765442414160361,-0.154589632771555,0.0969676461422266,20000,11
Penta_C,Asian,Cauc,half_siblings,0,0.0737461102492297,0.219655707536764,-0.121478204498794,0.989004615698536,20000,11
Penta_D,Asian,Cauc,half_siblings,0,0.0278684318357274,0.101023670703128,-0.178419201240214,0.160755737538748,20000,11
Penta_E,Asian,Cauc,half_siblings,0,0.0907252952099534,0.240431830766054,-0.21469693115866,0.842133561050516,20000,11
SE33,Asian,Cauc,half_siblings,0,0.0340612206028725,0.129575471736128,-0.166605069269067,0.386668443450677,20000,11
F13B,Asian,Cauc,parent_child,0.274317492117389,0.113101108392869,0.238906986504465,-0.725442025230158,0.274317492117391,20000,1
Penta_E,Asian,Cauc,parent_child,0.230787405945062,0.163660582896514,0.345648640648268,-0.332354519352531,0.931678008134913,20000,2
LPL,Asian,Cauc,parent_child,0.183345641300683,0.0520237236989042,0.175188621973669,-0.348570063590722,0.183345641300685,20000,3
D1S1656,Asian,Cauc,parent_child,0.170573998973417,0.0877040331568152,0.222006351100798,-0.399301308983143,0.304467578234644,20000,4
Penta_D,Asian,Cauc,parent_child,0.151945319994255,0.0490266052180815,0.169746134613343,-0.280522881079661,0.207959876030627,20000,5
