locus,population,tested_population,known_relationship,median_log10_ratio,mean_log10_ratio,sd_log10_ratio,ci_lower,ci_upper,n_pairs,locus_rank
TH01,AfAm,Cauc,full_siblings,0.206222293286025,0.118717341638056,0.240926372760932,-0.401985739632982,0.511008201697731,20000,1
SE33,AfAm,Cauc,full_siblings,0.0731492812777118,0.0767581207857963,0.225468097871373,-0.446738625725941,0.477851338442244,20000,2
D12S391,AfAm,Cauc,full_siblings,0.0647466064581161,0.0668259618620876,0.220454246714897,-0.381861546801989,0.525672092911958,20000,3
D13S317,AfAm,Cauc,full_siblings,0.0546124467344326,0.0407398355644194,0.146757817664572,-0.379223711683078,0.287376085200845,20000,4
D3S1358,AfAm,Cauc,full_siblings,0.03372529676898,0.0229711497110233,0.112358363840547,-0.355189008654029,0.198118055902066,20000,5
F13A01,AfAm,Cauc,full_siblings,0.0286542414940794,0.15824855930163,0.404815028454851,-0.360376709335269,1.35814354209428,20000,6
D1S1656,AfAm,Cauc,full_siblings,0.0179603289397389,0.0989934314230051,0.276198506200771,-0.367664783645568,0.712333965894,20000,7
D2S441,AfAm,Cauc,full_siblings,0.0173558219122643,0.0650557577355883,0.223826720907976,-0.347207996455222,0.525824163159318,20000,8
D21S11,AfAm,Cauc,full_siblings,0.0022457984223736,0.0597072981100586,0.256454500503813,-0.264603301564489,0.795280576970228,20000,9
CSF1PO,AfAm,Cauc,full_siblings,0,0.0937242048925073,0.376495918182654,-0.215324345124819,1.31848072517452,20000,10
D16S539,AfAm,Cauc,full_siblings,0,0.0318301600772018,0.148246345953062,-0.171893541226647,0.289737309651397,20000,10
D18S51,AfAm,Cauc,full_siblings,0,0.0524478464135386,0.210336343935273,-0.417221185594347,0.524278031497907,20000,10
D19S433,AfAm,Cauc,full_siblings,0,0.166464384654098,0.440529319582947,-0.26704564560198,1.39198251495311,20000,10
D22S1045,AfAm,Cauc,full_siblings,0,0.111286575580067,0.329723705707466,-0.30408684740186,1.19743703244974,20000,10
D2S1338,AfAm,Cauc,full_siblings,0,0.0893840689704829,0.286765945333863,-0.316161141819865,0.607352104285068,20000,10
D5S818,AfAm,Cauc,full_siblings,0,0.0452058035143303,0.215391242342821,-0.148413211218126,0.892511249247938,20000,10
D6S1043,AfAm,Cauc,full_siblings,0,0.0457967560110307,0.207287797352832,-0.245059075624525,0.608605472466747,20000,10
D7S820,AfAm,Cauc,full_siblings,0,0.0282356126015699,0.133932132994061,-0.275305457389169,0.251185611949289,20000,10
D8S1179,AfAm,Cauc,full_siblings,0,0.0581337042559684,0.192237132973482,-0.286685005683179,0.422411624490877,20000,10
F13B,AfAm,Cauc,full_siblings,0,0.264089336426714,0.470644071215237,-0.403549104223314,1.41332554000037,20000,10
FGA,AfAm,Cauc,full_siblings,0,0.051516942007001,0.232218697619911,-0.318222727658977,0.771938061696387,20000,10
LPL,AfAm,Cauc,full_siblings,0,0.0696920625112313,0.2434240205852,-0.277070003800569,0.562908798883646,20000,10
Penta_C,AfAm,Cauc,full_siblings,0,0.0542507402688681,0.250632701198788,-0.229146442272932,0.927959567272995,20000,10
Penta_D,AfAm,Cauc,full_siblings,0,0.248180874787023,0.580676851284869,-0.378294430346828,1.52091480768679,20000,10
Penta_E,AfAm,Cauc,full_siblings,0,0.144903058027731,0.421492764424839,-0.327958456526939,1.08932217147985,20000,10
TPOX,AfAm,Cauc,full_siblings,0,0.148763872769412,0.517185190117556,-0.214119626523564,1.73981235245946,20000,10
vWA,AfAm,Cauc,full_siblings,0,0.0255460541116209,0.145507533982995,-0.201632358348032,0.358129060828794,20000,10
FESFPS,AfAm,Cauc,full_siblings,-0.0135143296605597,0.081648465159493,0.336050187843849,-0.144840190995416,1.21120869457536,20000,28
D10S1248,AfAm,Cauc,full_siblings,-0.0206486934006193,0.0697477142820256,0.316539005559442,-0.187206888244598,1.34308041111347,20000,29
